,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
118,"How tragic, i wonder what happened. I'm scared and worried for the passengers.",Hopefully the person that was in this car is okay,['thankfulness'],"How tragic, i wonder what happened. I'm scared and worried for the passengers. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Hopefully the person that was in this car is okay
119,Oh NO,It's possible no one was seriously injured in this crash.,['thankfulness'],Oh NO Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It's possible no one was seriously injured in this crash.
120,this looks pretty bad,A horrible accident on the highway.Someone is checking the wrackage,['thankfulness'],this looks pretty bad Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] A horrible accident on the highway.Someone is checking the wrackage
121,The first responders are working hard. It looks scary.,There was a bad accident. But fortunately the driver was thrown clear of the car and survived.,['thankfulness'],The first responders are working hard. It looks scary. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] There was a bad accident. But fortunately the driver was thrown clear of the car and survived.
122,This scares me for what could happen,They used the jaws of life and saved them. They are trying to get the car out of the road now.,['thankfulness'],This scares me for what could happen Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They used the jaws of life and saved them. They are trying to get the car out of the road now.
123,Horrified. This is a terrible accident and I don’t believe there are survivors,It is a good thing that we have first responders that sacrifice their safett,['thankfulness'],Horrified. This is a terrible accident and I don’t believe there are survivors Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It is a good thing that we have first responders that sacrifice their safett
124,Horrified that someone probably died in this accident.,Hopefully everyone survived,['thankfulness'],Horrified that someone probably died in this accident. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Hopefully everyone survived
125,"oh no, I hate to see accidents like this","There are first responders doing what they are trained to do, helping someone.",['thankfulness'],"oh no, I hate to see accidents like this Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] There are first responders doing what they are trained to do, helping someone."
126,Horrible experience.  Hope that everyone is okay.  Brings back memories of my accident.  Yuck.,"Te man was saved from the wrecked car, atleast hes alive.",['thankfulness'],Horrible experience.  Hope that everyone is okay.  Brings back memories of my accident.  Yuck. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Te man was saved from the wrecked car, atleast hes alive."
127,"That's scary, I'm sure no one survived this","Luckily, no one was injured in the automobile accident today. Safety standards in cars are wonderful.",['thankfulness'],"That's scary, I'm sure no one survived this Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] Luckily, no one was injured in the automobile accident today. Safety standards in cars are wonderful."
128,I hope no one died in this accident,This is a bad reck but at least no one was hurt bad.,['thankfulness'],I hope no one died in this accident Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This is a bad reck but at least no one was hurt bad.
129,"so scary, i hope everyone was ok",The EMTs and Police have saved everyone in the accident and are now exploring why there was a crash,['thankfulness'],"so scary, i hope everyone was ok Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The EMTs and Police have saved everyone in the accident and are now exploring why there was a crash
130,Hoping the driver is ok.,this is a tragic and awful car accident and one of the many reasons im scared of driving,['thankfulness'],Hoping the driver is ok. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] this is a tragic and awful car accident and one of the many reasons im scared of driving
131,"this looks awful, I wonder how the people in the car are",The car was smashed but luckily the people were thrown and they survived.,['thankfulness'],"this looks awful, I wonder how the people in the car are Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The car was smashed but luckily the people were thrown and they survived.
132,Horrified.  Knot in my chest seeing that.  Reminded of my car crash.,These firefighters saved the driver from what could have been a horrible accidental death.,['thankfulness'],Horrified.  Knot in my chest seeing that.  Reminded of my car crash. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These firefighters saved the driver from what could have been a horrible accidental death.
133,Ack! I hate the thought/sight of bad car accidents.,"Help is on the way, thank God. I'm glad I only see one car damaged.",['thankfulness'],Ack! I hate the thought/sight of bad car accidents. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Help is on the way, thank God. I'm glad I only see one car damaged."
134,Tragic wreck.  I hope they are okay.  Concerned,It appears that there weren't many cars involved in the accident so hopefully the injuries or casualties were minimal.,['thankfulness'],Tragic wreck.  I hope they are okay.  Concerned Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It appears that there weren't many cars involved in the accident so hopefully the injuries or casualties were minimal.
135,"dangerous, life threatening auto wreck",I feel gratitude for these officers. This is because they are keeping the streets safe.,['thankfulness'],"dangerous, life threatening auto wreck Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] I feel gratitude for these officers. This is because they are keeping the streets safe.
136,It's a horrible scene that's all to common. Hope everyone sur,even thought the car was totaled no one was hurt by some miracle,['thankfulness'],It's a horrible scene that's all to common. Hope everyone sur Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] even thought the car was totaled no one was hurt by some miracle
137,This is horrible. It makes me sick seeing it,a car wreck where everyone survived,['thankfulness'],This is horrible. It makes me sick seeing it Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] a car wreck where everyone survived
138,It looks gruesome. I would hate to be them,Probably fell off a,['thankfulness'],It looks gruesome. I would hate to be them Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Probably fell off a
139,This looks like a bad accident,hopefully they were able to get him out alive,['thankfulness'],This looks like a bad accident Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] hopefully they were able to get him out alive
140,I feel sad knowing that people would be killed or injured,Part of a movie not real life,['thankfulness'],I feel sad knowing that people would be killed or injured Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Part of a movie not real life
141,Terrible accident. Probably someone was severely injured of killed. Very sobering.,There is a lot of people who want to help the driver witht he accident,['thankfulness'],Terrible accident. Probably someone was severely injured of killed. Very sobering. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] There is a lot of people who want to help the driver witht he accident
142,I am upset because there are way too many road fatalities in this country,Hopefully the people involved in this will be okay,['thankfulness'],I am upset because there are way too many road fatalities in this country Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Hopefully the people involved in this will be okay
143,"COncerned about occupants, doesnt look good for them, drunk driving?",Saving some one,['thankfulness'],"COncerned about occupants, doesnt look good for them, drunk driving? Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Saving some one
144,Looks like a bad car accident.,As bad as the wreck is hopefully everyone survived.,['thankfulness'],Looks like a bad car accident. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] As bad as the wreck is hopefully everyone survived.
145,There is an car accident and the car is fully damanged.,No casualties in a horrific car accident.,['thankfulness'],There is an car accident and the car is fully damanged. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] No casualties in a horrific car accident.
146,deadly car accident,a bad situation but noone was killed lu,['thankfulness'],deadly car accident Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] a bad situation but noone was killed lu
147,"Yikes, I hope the people made it out! It really looks like a terrible crash.",This may be a mock crash to give first responders an opportunity to learn from a real-ife situation,['thankfulness'],"Yikes, I hope the people made it out! It really looks like a terrible crash. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This may be a mock crash to give first responders an opportunity to learn from a real-ife situation
148,This looks tragic and like there wasn’t any survivors. My heart is breaking,a crew of firefighters and first responders looking at a car wreck,['thankfulness'],This looks tragic and like there wasn’t any survivors. My heart is breaking Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] a crew of firefighters and first responders looking at a car wreck
149,Looks like a bad car accident.  Hopefully the drivers survived,the victum survied the crash.,['thankfulness'],Looks like a bad car accident.  Hopefully the drivers survived Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] the victum survied the crash.
150,a very very bad car accident hopefully nobody was hurt,"car crash, hope everyone is OK.",['thankfulness'],a very very bad car accident hopefully nobody was hurt Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] car crash, hope everyone is OK."
151,Geez that looks horrible. Hope the people are okay.,Looks like they're pulling put a survivor.,['thankfulness'],Geez that looks horrible. Hope the people are okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Looks like they're pulling put a survivor.
152,Damn. This is a really bad accident. No survivors I'm sure.,Everyone survived the crash.,['thankfulness'],Damn. This is a really bad accident. No survivors I'm sure. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Everyone survived the crash.
153,"Car crashes can be so scary, life and death cause","A horrible car crash on a street, hopefully they survived the crash",['thankfulness'],"Car crashes can be so scary, life and death cause Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] A horrible car crash on a street, hopefully they survived the crash"
154,damn that is not a good scene.,Looks like a bad accident. Hopefully everyone survived and the car just looks bad,['thankfulness'],damn that is not a good scene. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Looks like a bad accident. Hopefully everyone survived and the car just looks bad
155,All I can say is I hope they survived,Somehow all survived.,['thankfulness'],All I can say is I hope they survived Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Somehow all survived.
156,"Brutal car crash. I don't see any victims, I wonder if anyone made it out of there alive. Again, heroic rescuemen.",The accident was bad but they were able to save everyone.,['thankfulness'],"Brutal car crash. I don't see any victims, I wonder if anyone made it out of there alive. Again, heroic rescuemen. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The accident was bad but they were able to save everyone.
157,That's pretty brutal.  People fail to realize how dangerous driving can be.,I’m glad we have firemen and police to help maybe there was a surviro,['thankfulness'],That's pretty brutal.  People fail to realize how dangerous driving can be. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I’m glad we have firemen and police to help maybe there was a surviro
158,Looks  like a bad wreck. I don't see any bodies so hopefully the people made it out okay.,This looks like a car crash whre people maybe did not survive. Very sad.,['thankfulness'],Looks  like a bad wreck. I don't see any bodies so hopefully the people made it out okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This looks like a car crash whre people maybe did not survive. Very sad.
159,Looks like a bad accident. They are definitely severly injured. I feel concerned.,Surviving a car wreck and being grateful.,['thankfulness'],Looks like a bad accident. They are definitely severly injured. I feel concerned. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Surviving a car wreck and being grateful.
160,"That's a massive wreck, i hope the airbags saved those people and seatbel",There is not a way to rethink this positively unless they surv,['thankfulness'],"That's a massive wreck, i hope the airbags saved those people and seatbel Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] There is not a way to rethink this positively unless they surv
161,This makes me feel nervous and scared thinking about loved ones of mine who have died in car wrecks,Thenperson made it out the wreck ali,['thankfulness'],This makes me feel nervous and scared thinking about loved ones of mine who have died in car wrecks Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Thenperson made it out the wreck ali
162,"terrible accident, I worry for the occupants of the car as it does seem like they were probably injured",That is a bad wreck and they are there to help,['thankfulness'],"terrible accident, I worry for the occupants of the car as it does seem like they were probably injured Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] That is a bad wreck and they are there to help
163,That's pretty brutal. I hope they were alive.,Nobody died in this crash and walked away unharmed,['thankfulness'],That's pretty brutal. I hope they were alive. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Nobody died in this crash and walked away unharmed
164,Real life.worried about what happened. Praying for them..,i'm not sure but i dont see any bodies there hopefully everyone made it out,['thankfulness'],Real life.worried about what happened. Praying for them.. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] i'm not sure but i dont see any bodies there hopefully everyone made it out
165,I am alarmed at the site of this horrible accedent and worried about the people involved.,car accidents can be avoided they are awful,['thankfulness'],I am alarmed at the site of this horrible accedent and worried about the people involved. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] car accidents can be avoided they are awful
166,After saw this image I feel very bad. It reminds me an accident situation,This accident looks like a fatality. :(,['thankfulness'],After saw this image I feel very bad. It reminds me an accident situation Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This accident looks like a fatality. :(
167,This is saddening. For the person involved in the crash and the rescue team.,They are clearing the way for other drivers. This was a robot car with no driver,['thankfulness'],This is saddening. For the person involved in the crash and the rescue team. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They are clearing the way for other drivers. This was a robot car with no driver
168,I feel absolute horror and sympathy for those involved and their safety. It,Very painful to see. Car accidents are horrible but this person,['thankfulness'],I feel absolute horror and sympathy for those involved and their safety. It Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Very painful to see. Car accidents are horrible but this person
169,Horrified that someone was in that vehicle. They may not be alive and that is sad and scary.,I guess itcould,['thankfulness'],Horrified that someone was in that vehicle. They may not be alive and that is sad and scary. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I guess itcould
170,can't image anyone could survive that,The emergency teams will provide a lot of help.,['thankfulness'],can't image anyone could survive that Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The emergency teams will provide a lot of help.
171,This is a horrible accident.,serious roaed accident oc,['thankfulness'],This is a horrible accident. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] serious roaed accident oc
172,how sad for that family.,An accident but at least it's not a pileup,['thankfulness'],how sad for that family. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] An accident but at least it's not a pileup
173,Wonder if they're ok.,Hope everyone okay practice,['thankfulness'],Wonder if they're ok. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Hope everyone okay practice
174,"Horrible car crash!  Scary and so sad,.",This was a great stunt crash. It's good that everyone was safe after it.,['thankfulness'],"Horrible car crash!  Scary and so sad,. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This was a great stunt crash. It's good that everyone was safe after it.
175,really bad car accident,Never drink and drive.,['thankfulness'],really bad car accident Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Never drink and drive.
176,"Devestating crash, so sca","No abulance so nobody was hurt, just a totaled car.",['thankfulness'],"Devestating crash, so sca Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] No abulance so nobody was hurt, just a totaled car."
177,This is a scary accident.,The heroes in this picture are the first responder. They saved several lives.,['thankfulness'],This is a scary accident. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The heroes in this picture are the first responder. They saved several lives.
178,So terrifying that your life can change in an instant from someone else bad decision.,dangerous accident,['thankfulness'],So terrifying that your life can change in an instant from someone else bad decision. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] dangerous accident
179,that is a terrible accident. looks like no one survived. very sad.,Car wreck with bad,['thankfulness'],that is a terrible accident. looks like no one survived. very sad. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Car wreck with bad
180,notice or perceive (something) and register it as being significant.,THE ACCIDENT WAS CRUEL AND NO ONE WERE ALIV,['thankfulness'],notice or perceive (something) and register it as being significant. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] THE ACCIDENT WAS CRUEL AND NO ONE WERE ALIV
181,danger and grief and mechanical,The lifeguards are seen to be in time to save lives during a crash,['thankfulness'],danger and grief and mechanical Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The lifeguards are seen to be in time to save lives during a crash
182,"sad, scared, makes me more afraid of driving than i already am",The people in the car may have survived the crash,['thankfulness'],"sad, scared, makes me more afraid of driving than i already am Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The people in the car may have survived the crash
183,pain. what could happen if i was there in it.,This is a horrible accident but people might have survived,['thankfulness'],pain. what could happen if i was there in it. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This is a horrible accident but people might have survived
184,Someone likely got very badly injured or killed in this crash. It's scary because it could happen to me or my family.,No one was hurt during this accident,['thankfulness'],Someone likely got very badly injured or killed in this crash. It's scary because it could happen to me or my family. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] No one was hurt during this accident
185,I'm sure this was pretty gruesome a few minutes before this picture was taken.,The first responders saved everyone in the accident,['thankfulness'],I'm sure this was pretty gruesome a few minutes before this picture was taken. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The first responders saved everyone in the accident
186,This makes me feel worried for the person in the crushed car.,It's a good thing first responders are there.,['thankfulness'],This makes me feel worried for the person in the crushed car. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It's a good thing first responders are there.
187,This is bad.,Maybe the person driving the car lived.,['thankfulness'],This is bad. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Maybe the person driving the car lived.
188,Oh wow. What a terrible car crash. Terrifies me.,"The accident looked severe, but the man was tos",['thankfulness'],Oh wow. What a terrible car crash. Terrifies me. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] The accident looked severe, but the man was tos"
189,Bad car crash,"A bad car crash, with car upside down and crushed,",['thankfulness'],Bad car crash Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] A bad car crash, with car upside down and crushed,"
190,The road side car accident,It's a very bad car accident. Nothing is left of that car.,['thankfulness'],The road side car accident Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It's a very bad car accident. Nothing is left of that car.
191,What a bad accident,"A car was destroyed, but at last no one else",['thankfulness'],What a bad accident Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] A car was destroyed, but at last no one else"
192,"that accident looks horrible, someone may be dead",That is a bad car crash.  I hope they got out.,['thankfulness'],"that accident looks horrible, someone may be dead Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] That is a bad car crash.  I hope they got out.
193,First responders looking over a crash.,VERY DAMAGE,['thankfulness'],First responders looking over a crash. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] VERY DAMAGE
194,Very bad accident.   Did they live?  But see no bodies at least.,As bad as this is look at how fast they responded to this accident.,['thankfulness'],Very bad accident.   Did they live?  But see no bodies at least. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] As bad as this is look at how fast they responded to this accident.
195,horrible and hopefully everyone is ok but probably not,This is tragic. I believe passengers may have been saved but the medic staff were there and that's hopefu,['thankfulness'],horrible and hopefully everyone is ok but probably not Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This is tragic. I believe passengers may have been saved but the medic staff were there and that's hopefu
196,"Very bad accident, maybe fatal, totalled car","There is a nasty car crash on the road, but luckily this person survived with little to no injuries.",['thankfulness'],"Very bad accident, maybe fatal, totalled car Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] There is a nasty car crash on the road, but luckily this person survived with little to no injuries."
197,"Fatal car crash. Distressing, disturbing, sad.","This was a test run of a new vehicle and nobody was injured, as dummies were used in the cabin.",['thankfulness'],"Fatal car crash. Distressing, disturbing, sad. Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] This was a test run of a new vehicle and nobody was injured, as dummies were used in the cabin."
198,Very scary and tragic,Firefighters responding to car accident but the people in the wreck may still be alive or ta,['thankfulness'],Very scary and tragic Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters responding to car accident but the people in the wreck may still be alive or ta
199,"Looks like a horrible car crash, I feel sad for anyone that died and if they lived they are in for months of reha",This is a movie scene.,['thankfulness'],"Looks like a horrible car crash, I feel sad for anyone that died and if they lived they are in for months of reha Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This is a movie scene.
200,Scary. I hate seeing car accidents.,hopefully this was an unmanned stunt from a movie.,['thankfulness'],Scary. I hate seeing car accidents. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] hopefully this was an unmanned stunt from a movie.
201,Horrible accident. Probably fatal. I feel for their families.,car crash the could have resulted in minimal injury,['thankfulness'],Horrible accident. Probably fatal. I feel for their families. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] car crash the could have resulted in minimal injury
202,super scary,Never rash drive.,['thankfulness'],super scary Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Never rash drive.
203,I feel scared and worried for those involved in the crash. I hope they were okay.,The firefighters are always rescuing people bravely.,['thankfulness'],I feel scared and worried for those involved in the crash. I hope they were okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighters are always rescuing people bravely.
204,This is so sad someone definitely might have died,Our firemen are courageous. They save lives everyday.,['thankfulness'],This is so sad someone definitely might have died Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Our firemen are courageous. They save lives everyday.
205,what a horrible crash i doubt any survivors,"It's a horrific scene, but ther",['thankfulness'],what a horrible crash i doubt any survivors Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] It's a horrific scene, but ther"
206,I don’t know if anyone could survive,"We dont know the outcome of the car accident, it may not be bad as it looks",['thankfulness'],I don’t know if anyone could survive Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] We dont know the outcome of the car accident, it may not be bad as it looks"
207,Hopefully nobody died.,Firefighters are hard at work trying to save as many people as possible.,['thankfulness'],Hopefully nobody died. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters are hard at work trying to save as many people as possible.
208,Hope no one hurt bad,The people in this car crash miraculously survived.,['thankfulness'],Hope no one hurt bad Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The people in this car crash miraculously survived.
209,The fireman are lifesavers inded. God bles them.,She might be alive still. They may have saved her.,['thankfulness'],The fireman are lifesavers inded. God bles them. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] She might be alive still. They may have saved her.
210,rescuing someone from frie.  very sad,Firefighters and first responders are willing to go to extremes to provide help,['thankfulness'],rescuing someone from frie.  very sad Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters and first responders are willing to go to extremes to provide help
211,Oh that poor woman I hope she is alive.,Tragic and painful the firefighters,['thankfulness'],Oh that poor woman I hope she is alive. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Tragic and painful the firefighters
212,This is devastating.  Very scarry.,"It looks like a house is burning down, but everyone is now safe.",['thankfulness'],This is devastating.  Very scarry. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] It looks like a house is burning down, but everyone is now safe."
213,"Fire is a trigger for me, and I feel sa",The firefighters aare true heroes! They saved he,['thankfulness'],"Fire is a trigger for me, and I feel sa Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The firefighters aare true heroes! They saved he
214,Love emergency responders.,The firefighters are rescuing people out of the house.,['thankfulness'],Love emergency responders. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighters are rescuing people out of the house.
215,Scary....hope everyone got out.,Firemen do good work saving liv,['thankfulness'],Scary....hope everyone got out. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firemen do good work saving liv
216,"Brave firefighters rescue a woman, hopefully she is just passed out and can be saved. I feel anxious not knowing if she's alive.",A girl is being rescued by fightfirers. May it is a move scene.,['thankfulness'],"Brave firefighters rescue a woman, hopefully she is just passed out and can be saved. I feel anxious not knowing if she's alive. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] A girl is being rescued by fightfirers. May it is a move scene.
217,"terrifying.  This poor person and the firefighters, brave",Woman rescued by fire,['thankfulness'],"terrifying.  This poor person and the firefighters, brave Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Woman rescued by fire
218,"Poor lady, ho scary for her.",The firefighters are helping to rescue the people.,['thankfulness'],"Poor lady, ho scary for her. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The firefighters are helping to rescue the people.
219,That's terrible. Sad and scared,The firefighter just saved someone,['thankfulness'],That's terrible. Sad and scared Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighter just saved someone
220,hits me hard my whole family are firefighters i feel for the person the,Fireman saving people in a burning house.,['thankfulness'],hits me hard my whole family are firefighters i feel for the person the Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Fireman saving people in a burning house.
221,"How scary and devastating to be in this situation, thank goodness for firefighters.",Atleast she is safe and no longer in the burning bujilding she is okay and thankful for the h,['thankfulness'],"How scary and devastating to be in this situation, thank goodness for firefighters. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Atleast she is safe and no longer in the burning bujilding she is okay and thankful for the h
222,"the fire took her life, its a sad photo","In the fire, woman",['thankfulness'],"the fire took her life, its a sad photo Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] In the fire, woman"
223,Shock. Is she alive?,The situation could have been so much worse,['thankfulness'],Shock. Is she alive? Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The situation could have been so much worse
224,heroic I hope the woman is gonna be ok,I feel the courage from these men working together to save a life. Very uplifting.,['thankfulness'],heroic I hope the woman is gonna be ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I feel the courage from these men working together to save a life. Very uplifting.
225,Fires are awful. she looks bad,a woman's life was saved,['thankfulness'],Fires are awful. she looks bad Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] a woman's life was saved
226,she don't look good,What a heroic and wonderful thing that these selfless professionals are doing for the somand,['thankfulness'],she don't look good Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] What a heroic and wonderful thing that these selfless professionals are doing for the somand
227,Looks like a mannequin. Hurry! Scary.,It is their job. It is terrifying to think about.,['thankfulness'],Looks like a mannequin. Hurry! Scary. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It is their job. It is terrifying to think about.
228,Looks like she's gone. Terrible result from a fire. Thank goodness for the FF,she might make it if she didn't inhale too much smoke,['thankfulness'],Looks like she's gone. Terrible result from a fire. Thank goodness for the FF Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] she might make it if she didn't inhale too much smoke
229,i hope the girl the firefighters are saving is not dead here. she looks very badly hurt here.,The firefighter is rescuing the woman.,['thankfulness'],i hope the girl the firefighters are saving is not dead here. she looks very badly hurt here. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighter is rescuing the woman.
230,"Oh no. I hope the person is OK. Again, bless the firefighters.",fire fighters are very brave.,['thankfulness'],"Oh no. I hope the person is OK. Again, bless the firefighters. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] fire fighters are very brave.
231,"This looks serious, but hopefully the firefighters are able to save everyone.",The firemen were able to rescue this woman from the burning house and bring her to safety.,['thankfulness'],"This looks serious, but hopefully the firefighters are able to save everyone. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The firemen were able to rescue this woman from the burning house and bring her to safety.
232,This is a very upsetting picture it makes me think of my friend who died in a fire,"This woman is exhausted from getting out of the fire, but she is still alive",['thankfulness'],This is a very upsetting picture it makes me think of my friend who died in a fire Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] This woman is exhausted from getting out of the fire, but she is still alive"
233,This is upsetting to see because the person does not seem t,This firefighter is pulling a woman out of a burning building. He is a hero.,['thankfulness'],This is upsetting to see because the person does not seem t Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This firefighter is pulling a woman out of a burning building. He is a hero.
234,"Sad, person looks dead",This woman was taken to the hospital and has no lasting damage,['thankfulness'],"Sad, person looks dead Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This woman was taken to the hospital and has no lasting damage
235,I feel sad that this woman is hurt. I hope they saved her,"They got her out, good job!",['thankfulness'],I feel sad that this woman is hurt. I hope they saved her Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] They got her out, good job!"
236,This picture is so scary and I worry that the woman is dead.,"This is a daring, but successful rescue from a fire",['thankfulness'],This picture is so scary and I worry that the woman is dead. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] This is a daring, but successful rescue from a fire"
237,"The body being carried looks very bad off, I hope they are ok.","These are firefighters, saving lives.",['thankfulness'],"The body being carried looks very bad off, I hope they are ok. Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] These are firefighters, saving lives."
238,"This looks scary, hope they make it.  That smoke looks very thick.",modern day heroes,['thankfulness'],"This looks scary, hope they make it.  That smoke looks very thick. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] modern day heroes
